zipcode,total_living_area,neighborhood,Year
005OC,730.0,,2009
0613A,1535.0,,2009
181-2,1052.0,,2009
00216,17638.0,,2009
22-10,275.0,,2009
070-7,560.0,,2009
162-4,1061.0,,2009
05K-6,542.0,,2009
120-11,1286.0,,2009
12-14,1270.0,,2009
61-B2,470.0,,2009
10-14,738.0,,2009
W-22-1,775.0,,2009
30-20,642.0,,2009
57F-2,606.0,,2009
800-9,730.0,,2009
800-10,780.0,,2009
24-21,360.0,,2009
207-4,825.0,,2009
32-05,548.0,,2009
058-8,590.0,,2009
002-T,591.0,,2009
122-3,393.0,,2009
0I-17,1050.0,,2009
034-B,1642.0,,2009
05-30,1080.0,,2009
00144,470.0,,2009
0R-4H,1028.0,,2009
W-34-1,775.0,,2009
0135B,733.0,,2009
00068,795.0,,2009
01115,2159.0,,2009
D-302,4602.0,,2009
52-22,826.0,,2009
032-F,1635.0,,2009
W-33-6,575.0,,2009
959-4,1195.0,,2009
W-30-3,775.0,,2009
007-U,740.0,,2009
A-201,3915.0,,2009
805-1,602.0,,2009
198-4,1436.0,,2009
PS-202,0.0,,2009
1726-5,764.0,,2009
0A-45,0.0,,2009
01201,16784.0,,2009
02F-8,806.0,,2009
0G-53,0.0,,2009
7-301,668.0,,2009
4 PS4,490.0,,2009
0071D,898.0,,2009
0R-1E,624.0,,2009
076-2,2275.0,,2009
011-L,2203.0,,2009
0F-20,0.0,,2009
114-2,1020.0,,2009
078-8,2265.0,,2009
0F-24,0.0,,2009
249-5,640.0,,2009
00003,526.0,,2009
049-3,1282.0,,2009
06-36,920.0,,2009
069-1,3417.0,,2009
171-9,1243.0,,2009
796-4,922.0,,2009
074-6,579.0,,2009
62-11,691.0,,2009
39-71B,512.0,,2009
01503,3939.0,,2009
0004W,1290.0,,2009
025-1,8954.0,,2009
10P-6,542.0,,2009
PS-20,0.0,,2009
6-103,1077.0,,2009
00V-8,1380.0,,2009
4-203,469.0,,2009
32-07,558.0,,2009
25-301,791.0,,2009
378-1,930.0,,2009
0F-25,0.0,,2009
1259-7,968.0,,2009
W-29-5,775.0,,2009
0010C,7510.0,,2009
01616,1737.0,,2009
0005R,3817.0,,2009
0PH17,2249.0,,2009
0095E,746.0,,2009
17-83,1535.0,,2009
00507,40913.0,,2009
319-A,0.0,,2009
74-52,425.0,,2009
247-53,322.0,,2009
W-23-5,575.0,,2009
006-L,2835.0,,2009
0R-2C,1043.0,,2009
00108,35710.0,,2009
01205,6936.0,,2009
1742-A,690.0,,2009
08-16,2149.0,,2009
W-36-1,775.0,,2009
02K-8,1147.0,,2009
159-2,737.0,,2009
00A-9,2440.0,,2009
0030C,5445.0,,2009
B-66-4,780.0,,2009
0023G,2468.0,,2009
1157-8,830.0,,2009
00714,8822.0,,2009
0116G,566.0,,2009
0012E,3845.0,,2009
155-6,600.0,,2009
0289B,1622.0,,2009
0IV-6,1380.0,,2009
080-7,1137.0,,2009
046-2,4480.0,,2009
036-2,5572.0,,2009
PS-58,0.0,,2009
0UN 7,1417.0,,2009
PS-62,0.0,,2009
09B-8,833.0,,2009
15-26,390.0,,2009
024-H,1482.0,,2009
276-44,690.0,,2009
30-21,346.0,,2009
0G-91,0.0,,2009
060-2,2197.0,,2009
24-125,1535.0,,2009
3.5-09,1386.0,,2009
023-F,2395.0,,2009
00702,708.0,,2009
0005P,730.0,,2009
8-401,682.0,,2009
55C-4,1062.0,,2009
16N-6,1205.0,,2009
019-7,872.0,,2009
52-21,740.0,,2009
001/3,929.0,,2009
8-301,532.0,,2009
211-4,1556.0,,2009
000D3,1377.0,,2009
0009D,6642.0,,2009
007-E,6077.0,,2009
B-206,1665.0,,2009
241-E,1536.0,,2009
073-5,869.0,,2009
E-201,1450.0,,2009
01501,5336.0,,2009
1251-5,968.0,,2009
00817,3183.0,,2009
035-F,1636.0,,2009
7-156,1266.0,,2009
953-1,1091.0,,2009
COM-3,0.0,,2009
437-11,607.0,,2009
026-B,3086.0,,2009
1576-9,310.0,,2009
0016H,881.0,,2009
0055C,730.0,,2009
0CH-3,815.0,,2009
00318,15473.0,,2009
3-305,509.0,,2009
8-136,1282.0,,2009
1-203,1007.0,,2009
#789-2,571.0,,2009
198-11,380.0,,2009
35-19,536.0,,2009
24J-8,871.0,,2009
319-11,485.0,,2009
PM204,937.0,,2009
W-40-3,770.0,,2009
00B-B,2433.0,,2009
0019G,2472.0,,2009
001-G,1155.0,,2009
483-11,985.0,,2009
022-G,1977.0,,2009
382-2,950.0,,2009
462-B,664.0,,2009
00228,4563.0,,2009
11-24,680.0,,2009
0009H,882.0,,2009
129-2,2659.0,,2009
52-45,884.0,,2009
168-1,1395.0,,2009
W-46-5,775.0,,2009
01007,5433.0,,2009
32-20,548.0,,2009
0028E,4128.0,,2009
803-1,620.0,,2009
11-16,2187.0,,2009
378-4,1125.0,,2009
25-106,799.0,,2009
089-6,660.0,,2009
01218,1672.0,,2009
14J-8,871.0,,2009
168-3,1548.0,,2009
00612,984.0,,2009
208-2,842.0,,2009
74-33,595.0,,2009
W-25-6,775.0,,2009
125-27,546.0,,2009
120-3,2112.0,,2009
74-43,595.0,,2009
034-H,884.0,,2009
2001-7,628.0,,2009
0017C,8632.0,,2009
17-3R,356.0,,2009
0540B,0.0,,2009
T-408,883.0,,2009
0F306,1286.0,,2009
69-24,530.0,,2009
1637-4,516.0,,2009
010-S,735.0,,2009
7-402,664.0,,2009
000II,2574.0,,2009
0157C,1101.0,,2009
120-9,1290.0,,2009
076-8,1382.0,,2009
246-2,755.0,,2009
787-3,1290.0,,2009
00411,980.0,,2009
11-28,340.0,,2009
00017,110167.0,,2009
W-19-6,575.0,,2009
0305W,2415.0,,2009
00N40,0.0,,2009
20-71,1266.0,,2009
18-18A,406.0,,2009
0F405,729.0,,2009
11H-8,1413.0,,2009
00841,839.0,,2009
178-14,610.0,,2009
J-801,2908.0,,2009
0003T,720.0,,2009
065-9,616.0,,2009
151-1,808.0,,2009
00515,14234.0,,2009
131-17,362.0,,2009
0110A,4690.0,,2009
B-22-5,780.0,,2009
005-M,2979.0,,2009
6-504,333.0,,2009
0033G,2464.0,,2009
09A-6,802.0,,2009
150-4,1050.0,,2009
C2-206,1045.0,,2009
00009,2345.0,,2009
03D-8,871.0,,2009
206-1A,2617.0,,2009
1177-2,1213.0,,2009
B-36-5,780.0,,2009
0NM49,1261.0,,2009
C-124,0.0,,2009
17-4C,610.0,,2009
74-26,980.0,,2009
790-18,740.0,,2009
VII-5,1380.0,,2009
0I-13,1050.0,,2009
0A-66,1804.0,,2009
00220,16231.0,,2009
99-11,740.0,,2009
15-14,1302.0,,2009
70-34,595.0,,2009
006-J,3594.0,,2009
818-1B,415.0,,2009
062-3,786.0,,2009
0023F,2517.0,,2009
4-204,342.0,,2009
33-53,870.0,,2009
054-3,1185.0,,2009
T-302,872.0,,2009
48-26,652.0,,2009
1673-3,520.0,,2009
034-7,430.0,,2009
590-1,684.0,,2009
021-U,740.0,,2009
12-15,1278.0,,2009
009-E,6271.0,,2009
228-2B,2717.0,,2009
150-3,1055.0,,2009
111-5,740.0,,2009
009-K,2141.0,,2009
0A-76,1804.0,,2009
1258-5,614.0,,2009
096-5,2089.0,,2009
0000B,996.0,,2009
249-8,850.0,,2009
12-10,1320.0,,2009
0110F,4368.0,,2009
00N24,0.0,,2009
5-505,511.0,,2009
1-503,1009.0,,2009
00434,1067.0,,2009
002FL,1772.0,,2009
16K-8,1147.0,,2009
W-20-2,775.0,,2009
091-4,435.0,,2009
382-B,600.0,,2009
2001-6,400.0,,2009
5-301,730.0,,2009
211-33,730.0,,2009
PH 1A,2229.0,,2009
040-2,5392.0,,2009
0E-11,845.0,,2009
027-E,1975.0,,2009
190-2,3255.0,,2009
00906,7800.0,,2009
142-3,692.0,,2009
1633-2,670.0,,2009
33-54,806.0,,2009
30-29,529.0,,2009
012-U,740.0,,2009
027-R,735.0,,2009
W-20-1,775.0,,2009
27T-4,756.0,,2009
00909,3936.0,,2009
000#2,4867.0,,2009
21-3R,356.0,,2009
00604,39948.0,,2009
0018G,6051.0,,2009
483-77,480.0,,2009
0006M,483.0,,2009
155-14,760.0,,2009
0026D,4381.0,,2009
0014D,2662.0,,2009
00R/C,0.0,,2009
27T-2,756.0,,2009
00908,706.0,,2009
069-9,1256.0,,2009
00037,31367.0,,2009
0033E,4106.0,,2009
00410,706.0,,2009
0120A,819.0,,2009
00623,5262.0,,2009
0128E,815.0,,2009
0N-67,0.0,,2009
005-R,6719.0,,2009
00819,2750.0,,2009
0002M,3094.0,,2009
140-18,646.0,,2009
08-24,873.0,,2009
153-3,2799.0,,2009
210-2,1359.0,,2009
790-33,730.0,,2009
0F102,811.0,,2009
015-O,1417.0,,2009
NR-1B,0.0,,2009
74-31,995.0,,2009
122-5,392.0,,2009
241-C,1482.0,,2009
17-2C,603.0,,2009
1669-4,521.0,,2009
00082,795.0,,2009
03N-6,1205.0,,2009
449-9,1270.0,,2009
229-10,754.0,,2009
B-76-6,780.0,,2009
198-16,456.0,,2009
1762-2,729.0,,2009
B-76-1,780.0,,2009
024-U,740.0,,2009
076-5,877.0,,2009
247-03,322.0,,2009
3 PS3,416.0,,2009
00500,5234.0,,2009
596-6,624.0,,2009
0I-16,1380.0,,2009
1255-5,968.0,,2009
185-17,351.0,,2009
24-117,1607.0,,2009
017-J,2396.0,,2009
016-F,7940.0,,2009
0PH02,5396.0,,2009
00R-2,1225.0,,2009
0421B,0.0,,2009
023-6,1005.0,,2009
067-3,1841.0,,2009
00303,719.0,,2009
W-27-4,775.0,,2009
65-22,751.0,,2009
C-305,1778.0,,2009
141-B,400.0,,2009
65-23,616.0,,2009
57-10,620.0,,2009
00F-2,845.0,,2009
029-7,680.0,,2009
PH 1C,1504.0,,2009
211-2B,799.0,,2009
63-12A,305.0,,2009
01108,1740.0,,2009
001-1,12247.0,,2009
334-4,990.0,,2009
029-E,858.0,,2009
00023,103000.0,,2009
106-6,720.0,,2009
0206W,1908.0,,2009
021-8,485.0,,2009
24A-8,833.0,,2009
003FL,529.0,,2009
M3/AZ,0.0,,2009
06B-8,833.0,,2009
10-150,1040.0,,2009
014-F,8774.0,,2009
0NR-2,0.0,,2009
364-4,520.0,,2009
00640,2628.0,,2009
W-46-1,775.0,,2009
155-8,790.0,,2009
0301E,2353.0,,2009
0032E,5064.0,,2009
137-24,600.0,,2009
01808,706.0,,2009
00300,6302.0,,2009
1738-2,760.0,,2009
00003,1737.0,,2009
017-O,2288.0,,2009
1A-7O,2176.0,,2009
C-125,0.0,,2009
00625,3066.0,,2009
52-34,407.0,,2009
05A-6,802.0,,2009
D-517,1160.0,,2009
028-E,863.0,,2009
B-202,3549.0,,2009
048-6,560.0,,2009
W-25-5,775.0,,2009
0010A,15913.0,,2009
360-9,930.0,,2009
125-19,361.0,,2009
021-1,6264.0,,2009
0G-63,0.0,,2009
0PH05,4791.0,,2009
014-3,12325.0,,2009
00085,4129.0,,2009
091-G,500.0,,2009
313-7,700.0,,2009
0086E,746.0,,2009
06-25,377.0,,2009
004-1,12836.0,,2009
01606,701.0,,2009
B-64-1,780.0,,2009
0037F,3815.0,,2009
00506,701.0,,2009
TH-11,1746.0,,2009
00103,68670.0,,2009
201-C,1160.0,,2009
0D-11,552.0,,2009
218-1,2636.0,,2009
218-3,1763.0,,2009
384-8,1125.0,,2009
324-14,485.0,,2009
26-17,242.0,,2009
483-83,315.0,,2009
PM201,1257.0,,2009
338-5,645.0,,2009
00118,10167.0,,2009
135-3,1099.0,,2009
5-405,525.0,,2009
360-14,914.0,,2009
145-32,910.0,,2009
021-J,590.0,,2009
20J-8,871.0,,2009
145-33,620.0,,2009
06A-6,802.0,,2009
0B-57,1849.0,,2009
12C-8,1147.0,,2009
131-41,543.0,,2009
1629-1,628.0,,2009
047-6,3437.0,,2009
0B-14,3882.0,,2009
0B1-4,746.0,,2009
244-4B,533.0,,2009
301-B,1119.0,,2009
48-44,430.0,,2009
245-22,690.0,,2009
002-R,5447.0,,2009
241-B,1479.0,,2009
0N-90,0.0,,2009
25-2R,356.0,,2009
16D-6,1205.0,,2009
11-96,1200.0,,2009
00061,36249.0,,2009
120-6,1114.0,,2009
247-02,458.0,,2009
0WEST,,,2009
00043,49566.0,,2009
04-12,1719.0,,2009
W-24-3,575.0,,2009
15R-6,802.0,,2009
0C-83,0.0,,2009
024-1,8066.0,,2009
65-26,386.0,,2009
012-6,2101.0,,2009
189-12,520.0,,2009
0PH1.,1663.0,,2009
1872-4,620.0,,2009
0062C,730.0,,2009
0F-39,0.0,,2009
0206E,1815.0,,2009
65-07,989.0,,2009
208-4,842.0,,2009
352-11,274.0,,2009
00873,1684.0,,2009
245-2,740.0,,2009
00128,3096.0,,2009
111-12,740.0,,2009
141-22,680.0,,2009
789-2,1065.0,,2009
137-43,830.0,,2009
18C-8,1147.0,,2009
00400,7967.0,,2009
36F-2,290.0,,2009
0002Y,0.0,,2009
007-G,5581.0,,2009
28-19,342.0,,2009
1629-6,545.0,,2009
010-C,8365.0,,2009
63-1B,660.0,,2009
W-27-2,775.0,,2009
0R-4B,1028.0,,2009
0000B,451.0,,2009
05C/D,2490.0,,2009
W-38-4,575.0,,2009
00436,1872.0,,2009
0005E,2839.0,,2009
1870-6,650.0,,2009
W-41-5,775.0,,2009
00N41,0.0,,2009
D-216,1163.0,,2009
1682-4,1353.0,,2009
24-01,1143.0,,2009
1572-2,618.0,,2009
959-3,973.0,,2009
0C-12,2235.0,,2009
0N-59,0.0,,2009
20H-8,1413.0,,2009
1680-A,752.0,,2009
237-1,810.0,,2009
0PH06,11069.0,,2009
0220C,4621.0,,2009
00N-6,0.0,,2009
080-1,2446.0,,2009
483-35,605.0,,2009
247-04,355.0,,2009
354-4,555.0,,2009
1633-4,516.0,,2009
140-12,646.0,,2009
116-16,595.0,,2009
171-1,1293.0,,2009
00404,1016.0,,2009
E-501,1487.0,,2009
070-8,470.0,,2009
122-6,537.0,,2009
00F-4,845.0,,2009
057-C,660.0,,2009
0002E,21711.0,,2009
4-502,513.0,,2009
65-14,849.0,,2009
142-26,684.0,,2009
01607,829.0,,2009
016-H,3283.0,,2009
095-8,2049.0,,2009
53-B2,360.0,,2009
483-43,335.0,,2009
249-25,386.0,,2009
1945-3,550.0,,2009
0118B,884.0,,2009
102-N,0.0,,2009
29-201,803.0,,2009
C-504,2050.0,,2009
W-36-6,775.0,,2009
05-12,1371.0,,2009
14N-6,1205.0,,2009
0008D,7259.0,,2009
1645-6,684.0,,2009
380-3,1125.0,,2009
06-42,538.0,,2009
GB-27,1640.0,,2009
63-11,431.0,,2009
16H-6,802.0,,2009
354-2,350.0,,2009
PS-37,0.0,,2009
0161D,915.0,,2009
200-2,530.0,,2009
08A-8,833.0,,2009
114-5,1167.0,,2009
018-B,2301.0,,2009
800-33,730.0,,2009
01614,991.0,,2009
082-3,1561.0,,2009
PM303,1286.0,,2009
0N-13,0.0,,2009
08-14,2615.0,,2009
0035G,2468.0,,2009
PS #13,,,2009
T-303,883.0,,2009
0005W,2487.0,,2009
001-7,4927.0,,2009
02L-6,542.0,,2009
1726-7,764.0,,2009
002-L,2104.0,,2009
0C-11,2335.0,,2009
141-46,765.0,,2009
W-30-2,775.0,,2009
800-13,730.0,,2009
036HF,1438.0,,2009
023-G,2400.0,,2009
002-5,3831.0,,2009
VIII-5,1050.0,,2009
06-41,535.0,,2009
0063C,730.0,,2009
0C-1D,0.0,,2009
249-53,393.0,,2009
24B(2),2384.0,,2009
TH-06,1597.0,,2009
111-1,1299.0,,2009
D-116,692.0,,2009
01206,8044.0,,2009
66-26,609.0,,2009
4-404,320.0,,2009
0F-47,0.0,,2009
437-40,941.0,,2009
140-33,684.0,,2009
74-55,425.0,,2009
0C-22,835.0,,2009
0026A,5581.0,,2009
006-R,3044.0,,2009
00922,824.0,,2009
0403E,1674.0,,2009
035-2,7209.0,,2009
59-01,684.0,,2009
00076,416.0,,2009
124-2,1055.0,,2009
056-6,1951.0,,2009
905-2,594.0,,2009
216-2,302.0,,2009
33-51,880.0,,2009
D-119,1150.0,,2009
0048B,771.0,,2009
014-7,1502.0,,2009
PS-230,0.0,,2009
00141,5719.0,,2009
759-3,1206.0,,2009
B-32-3,780.0,,2009
0B-02,0.0,,2009
PS-174,0.0,,2009
01609,1053.0,,2009
1625-4,715.0,,2009
439-12,1054.0,,2009
W-33-4,575.0,,2009
1726-6,774.0,,2009
31-20,430.0,,2009
17-1C,523.0,,2009
035-8,2066.0,,2009
00237,1975.0,,2009
0008F,4197.0,,2009
015-D,6876.0,,2009
093-B,540.0,,2009
06J-8,871.0,,2009
20K-8,1147.0,,2009
18A-8,833.0,,2009
16K-6,542.0,,2009
023-1,9742.0,,2009
425-1,893.0,,2009
052-6,1346.0,,2009
025-D,1826.0,,2009
1161-8,936.0,,2009
VII-4,1050.0,,2009
125-42,375.0,,2009
PS-148,0.0,,2009
74-51,995.0,,2009
15J-6,802.0,,2009
001-6,5185.0,,2009
01601,2487.0,,2009
W-37-3,575.0,,2009
0041B,745.0,,2009
0R-3C,1036.0,,2009
200-1,517.0,,2009
184-3,1064.0,,2009
3-501,691.0,,2009
051-A,2305.0,,2009
09B/C,2800.0,,2009
23H-8,1413.0,,2009
239-B,2837.0,,2009
C2-203,693.0,,2009
010-7,1548.0,,2009
028-F,1894.0,,2009
1472-1,1260.0,,2009
386-1,930.0,,2009
157-2,1049.0,,2009
36-11,890.0,,2009
30-24,603.0,,2009
UN1100,2412.0,,2009
481-14,690.0,,2009
0010F,5052.0,,2009
198-14,364.0,,2009
1629-4,516.0,,2009
0B-93,674.0,,2009
00305,77279.0,,2009
111-8,635.0,,2009
189-21,533.0,,2009
PS-52,0.0,,2009
1-204,1100.0,,2009
00312,27010.0,,2009
047-2,6187.0,,2009
24-04,1160.0,,2009
W-19-4,575.0,,2009
118-A,676.0,,2009
153-2,2913.0,,2009
020-B,2305.0,,2009
027-1,6109.0,,2009
093-7,633.0,,2009
C-101,3543.0,,2009
00217,13491.0,,2009
0PH16,1130.0,,2009
66-45,564.0,,2009
0F408,1200.0,,2009
594-3,720.0,,2009
09G-8,589.0,,2009
00048,293.0,,2009
142-33,488.0,,2009
00017,930.0,,2009
019-2,8871.0,,2009
800-22,730.0,,2009
10A-6,802.0,,2009
00710,15080.0,,2009
W-24-5,575.0,,2009
064-3,955.0,,2009
28-09,574.0,,2009
0033D,4388.0,,2009
22F-8,806.0,,2009
36-10,1100.0,,2009
C-204,1740.0,,2009
F-501,1475.0,,2009
800-28,740.0,,2009
039-3,6080.0,,2009
0PH08,1417.0,,2009
00329,6272.0,,2009
0029A,4435.0,,2009
17-81,1535.0,,2009
01O8F,746.0,,2009
375-1,713.0,,2009
5-202,519.0,,2009
171-3,1269.0,,2009
031 &,0.0,,2009
45-46,0.0,,2009
00050,19415.0,,2009
00198,2004.0,,2009
120-2,1936.0,,2009
70-5B,875.0,,2009
386-B,625.0,,2009
004-5,4691.0,,2009
594-10,624.0,,2009
00173,345.0,,2009
024-6,1653.0,,2009
04-21,3280.0,,2009
07A-8,833.0,,2009
0118F,868.0,,2009
11-34,480.0,,2009
043-3,3244.0,,2009
061-3,1177.0,,2009
060-1,2227.0,,2009
00317,14908.0,,2009
02-22,538.0,,2009
012-H,2674.0,,2009
C-302,3442.0,,2009
25-10,693.0,,2009
315-14,556.0,,2009
00C-4,7721.0,,2009
12-98,1266.0,,2009
089-C,615.0,,2009
00060,10928.0,,2009
00110,27050.0,,2009
155-9,720.0,,2009
0004B,55610.0,,2009
003-C,21172.0,,2009
131-1,1985.0,,2009
01307,2305.0,,2009
239-31,690.0,,2009
014-1,12479.0,,2009
483-27,480.0,,2009
245-11,690.0,,2009
800-24,660.0,,2009
14G-8,589.0,,2009
354-23,660.0,,2009
0A-44,0.0,,2009
137-21,440.0,,2009
70-45,425.0,,2009
00343,0.0,,2009
125-8,1207.0,,2009
E-402,1471.0,,2009
131-15,366.0,,2009
0018F,4156.0,,2009
70-46,980.0,,2009
056-4,1586.0,,2009
17-2B,428.0,,2009
028-4,739.0,,2009
011-H,5797.0,,2009
315-6,700.0,,2009
0404W,3018.0,,2009
039-1,7949.0,,2009
PS-132,0.0,,2009
228-1D,2640.0,,2009
015-H,3283.0,,2009
63-6-8,2679.0,,2009
C-119,0.0,,2009
114 &,557.0,,2009
314-2,1278.0,,2009
00162,1901.0,,2009
1173-1,1424.0,,2009
0082D,919.0,,2009
B-36-3,780.0,,2009
B-20-3,780.0,,2009
229-2,1073.0,,2009
0M424,1066.0,,2009
E-103,1254.0,,2009
041-2,5897.0,,2009
31-22,484.0,,2009
00319,12836.0,,2009
018-P,1120.0,,2009
088-2,1231.0,,2009
28-22,408.0,,2009
1681-6,547.0,,2009
15K-8,1147.0,,2009
1641-8,541.0,,2009
00080,448.0,,2009
36R-3,200.0,,2009
13-5AB,861.0,,2009
28-04,338.0,,2009
015-4,6041.0,,2009
242-4,1155.0,,2009
020-U,740.0,,2009
52-41,740.0,,2009
024-S,735.0,,2009
0028H,2450.0,,2009
0B-4A,931.0,,2009
425-2,831.0,,2009
01701,2487.0,,2009
0104W,1854.0,,2009
0NM47,1241.0,,2009
009-T,675.0,,2009
000F1,0.0,,2009
D-219,1173.0,,2009
0034F,884.0,,2009
124-1,1052.0,,2009
215-3,1052.0,,2009
1254-8,356.0,,2009
COM.D-4,0.0,,2009
100-15,765.0,,2009
8-130,929.0,,2009
10O-6,742.0,,2009
VII-10,1380.0,,2009
0G-89,0.0,,2009
00907,7430.0,,2009
0PH29,1720.0,,2009
031-3,7709.0,,2009
439-31,492.0,,2009
200-13,0.0,,2009
01509,1053.0,,2009
0B-49,1849.0,,2009
0PS-6,0.0,,2009
W-28-6,575.0,,2009
24-07,1080.0,,2009
046-7,493.0,,2009
790-2,730.0,,2009
314-1,1189.0,,2009
PS-186,0.0,,2009
798-2,846.0,,2009
00M-2,3310.0,,2009
23912A,690.0,,2009
21-2F,404.0,,2009
1255-7,968.0,,2009
195-4,1559.0,,2009
1754-8,819.0,,2009
216-4,704.0,,2009
GDN UN,1440.0,,2009
0027F,2776.0,,2009
02D-6,1205.0,,2009
01412,2657.0,,2009
24-12,1874.0,,2009
0O-27,0.0,,2009
1665-2,351.0,,2009
003-F,7933.0,,2009
334-5,1365.0,,2009
025-K,605.0,,2009
114-20,391.0,,2009
00316,17013.0,,2009
28-06,597.0,,2009
1251-2,921.0,,2009
0O-15,0.0,,2009
246-2B,648.0,,2009
453-4,677.0,,2009
11L-6,542.0,,2009
00702,34912.0,,2009
B-72-3,625.0,,2009
0036F,2565.0,,2009
018-2,11970.0,,2009
136-2,1609.0,,2009
316-3,1256.0,,2009
140-32,646.0,,2009
007-8,1963.0,,2009
0039B,2982.0,,2009
0075D,726.0,,2009
118-7,485.0,,2009
31-16,484.0,,2009
246-4A,726.0,,2009
0035F,2521.0,,2009
27-5A,542.0,,2009
0A-21,805.0,,2009
3-502,515.0,,2009
0089E,898.0,,2009
00115,12234.0,,2009
28-21,574.0,,2009
00611,980.0,,2009
0492A,2412.0,,2009
00018,95018.0,,2009
0F112,1571.0,,2009
0034B,2219.0,,2009
0VI-8,1050.0,,2009
002-6,3185.0,,2009
1468-1,1292.0,,2009
10J-6,802.0,,2009
000B3,6988.0,,2009
131-G1,800.0,,2009
C-111,0.0,,2009
17D-6,1205.0,,2009
594-4,720.0,,2009
03-14,1028.0,,2009
052-7,416.0,,2009
00442,1448.0,,2009
044-1,1821.0,,2009
0037A,3193.0,,2009
60-10,815.0,,2009
00031,101753.0,,2009
033-6,390.0,,2009
034-8,405.0,,2009
276-32,690.0,,2009
4-201,659.0,,2009
483-26,475.0,,2009
PH232,1642.0,,2009
017-T,675.0,,2009
W-35-5,770.0,,2009
137-1,2518.0,,2009
005-T,591.0,,2009
00553,760.0,,2009
214-A,4600.0,,2009
T-401,872.0,,2009
004-9,1318.0,,2009
12K-8,1147.0,,2009
004-6,4087.0,,2009
245-24,690.0,,2009
0NM43,965.0,,2009
0TH-5,4113.0,,2009
0016G,4824.0,,2009
00I-5,1050.0,,2009
0B3-1,746.0,,2009
B-003,1105.0,,2009
032-8,1560.0,,2009
133-3,2031.0,,2009
790-24,660.0,,2009
1576-6,565.0,,2009
B-20-6,780.0,,2009
00152,1520.0,,2009
PS-25,0.0,,2009
25-104,727.0,,2009
0096E,898.0,,2009
171-15,1277.0,,2009
265-G,1521.0,,2009
991-4,1401.0,,2009
0004F,16689.0,,2009
026-K,605.0,,2009
57R-4,322.0,,2009
62-31,819.0,,2009
0038D,749.0,,2009
000C4,1337.0,,2009
0N-88,0.0,,2009
040-6,2753.0,,2009
0PH10,6474.0,,2009
067-7,575.0,,2009
049-1,1215.0,,2009
04J-8,871.0,,2009
C2-407,1119.0,,2009
PS-232,0.0,,2009
0038G,971.0,,2009
00R-3,1225.0,,2009
019-9,872.0,,2009
078-5,3234.0,,2009
025-G,1806.0,,2009
128-1,1429.0,,2009
153-10,760.0,,2009
061-6,760.0,,2009
590-2,720.0,,2009
J-601,2280.0,,2009
00050,545.0,,2009
01111,4713.0,,2009
145-1B,380.0,,2009
22-57,1483.0,,2009
W-39-3,775.0,,2009
00231,3239.0,,2009
PS-85,0.0,,2009
1677-9,291.0,,2009
065-5,3281.0,,2009
0034H,2455.0,,2009
057-A,600.0,,2009
062-2,2542.0,,2009
032-1,7808.0,,2009
0015H,883.0,,2009
06N-6,1205.0,,2009
1738-6,760.0,,2009
08-11,2482.0,,2009
00099,1603.0,,2009
0029H,2536.0,,2009
00504,57451.0,,2009
W-41-4,775.0,,2009
T-205,744.0,,2009
C-404,1778.0,,2009
189-5,480.0,,2009
0102A,0.0,,2009
014-T,675.0,,2009
1874-4,550.0,,2009
39-71A,830.0,,2009
W-20-6,775.0,,2009
30-30,648.0,,2009
PS-149,0.0,,2009
0F603,1993.0,,2009
0R-3I,1175.0,,2009
0165G,962.0,,2009
0002B,61020.0,,2009
319-8,523.0,,2009
3 & 4,989.0,,2009
00U-1,0.0,,2009
36-26,760.0,,2009
0PS-A,0.0,,2009
1875-2,1706.0,,2009
198-15,381.0,,2009
0003B,0.0,,2009
PS-81,0.0,,2009
042-2,4364.0,,2009
0C-98,0.0,,2009
309-2,618.0,,2009
483-71,765.0,,2009
065-B,435.0,,2009
B-72-5,625.0,,2009
W-33-5,575.0,,2009
062-6,786.0,,2009
033-1,4099.0,,2009
0002L,12080.0,,2009
W-25-4,775.0,,2009
014-6,3610.0,,2009
049GA,1708.0,,2009
1874-1,500.0,,2009
483-65,605.0,,2009
01512,2673.0,,2009
0027B,7296.0,,2009
1681-2,547.0,,2009
0F108,1200.0,,2009
PS-163,0.0,,2009
00210,729.0,,2009
A-112,1125.0,,2009
15M-6,1182.0,,2009
65-15,1046.0,,2009
225-24,730.0,,2009
PG-NPS,0.0,,2009
063-9,489.0,,2009
1868-8,630.0,,2009
0304E,2910.0,,2009
100-16,1142.0,,2009
11N-6,1205.0,,2009
11-31,680.0,,2009
007-T,1266.0,,2009
157-1,1054.0,,2009
1258-B,640.0,,2009
78-13,561.0,,2009
0N-60,0.0,,2009
000H4,3145.0,,2009
55-02,764.0,,2009
0M426,1067.0,,2009
800-26,655.0,,2009
069-B,1482.0,,2009
C1-403,1077.0,,2009
050-4,1411.0,,2009
790-30,780.0,,2009
B-101,4064.0,,2009
249-22,749.0,,2009
15-10,2151.0,,2009
02G-6,536.0,,2009
PS-39,0.0,,2009
11-12,2901.0,,2009
0014E,2929.0,,2009
249-02,625.0,,2009
038-6,1339.0,,2009
T-109,872.0,,2009
800-27,655.0,,2009
24-16,1206.0,,2009
141-25,710.0,,2009
000B4,4825.0,,2009
985-1,672.0,,2009
0G-45,0.0,,2009
025-R,735.0,,2009
01710,706.0,,2009
56-11,1315.0,,2009
