zipcode,total_living_area,neighborhood
064-1,1641.0,
022-J,590.0,
0IV-4,1050.0,
211-3,1548.0,
02-42,538.0,
4A-27,1394.0,
A-401,3657.0,
014-4,6204.0,
C1-306,1045.0,
131-18,575.0,
05F-8,806.0,
62-35,648.0,
790-5,440.0,
174-1,1598.0,
110-2,1350.0,
800-38,740.0,
015-S,735.0,
43-10,367.0,
15N-6,1205.0,
145-23,620.0,
00448,430.0,
00185,3863.0,
00287,1622.0,
0026G,2231.0,
360-2,1530.0,
21-2C,619.0,
820-2,1385.0,
00I-6,1050.0,
00441,1599.0,
00522,8248.0,
030-B,2291.0,
021-H,1480.0,
00603,719.0,
073-3,1797.0,
D-514,867.0,
01502,4405.0,
360-17,936.0,
225-33,730.0,
206-3C,3622.0,
437-21,516.0,
0039E,864.0,
0120C,814.0,
0025H,2450.0,
12-13,738.0,
74-46,980.0,
790-10,780.0,
0000A,695.0,
231-2,1208.0,
0R-5C,1164.0,
66-36,609.0,
567-2,969.0,
00PKG,0.0,
27-1D,374.0,
00158,3573.0,
B-30-3,625.0,
905-1,555.0,
0120F,868.0,
W-21-5,770.0,
12-41,625.0,
192-2,1603.0,
7 WCOR,894.0,
11-20A,760.0,
C2-109,1101.0,
T-301,872.0,
051-5,1944.0,
00424,8172.0,
LOT B,0.0,
05-18,510.0,
1-224,1696.0,
265-A,1547.0,
23C-8,1147.0,
00131,1937.0,
01415,1951.0,
354-1,660.0,
01204,13354.0,
210-3C,3562.0,
0161B,927.0,
0028C,5440.0,
1-502,348.0,
D-421,767.0,
006-K,2141.0,
111-6,740.0,
36-32,550.0,
038-8,559.0,
056-8,1060.0,
245-42,690.0,
0076B,1155.0,
00065,14206.0,
15-34,660.0,
0058C,730.0,
1657-5,1400.0,
0F313,916.0,
0G-58,0.0,
106-5,640.0,
17M-6,1182.0,
12O-6,742.0,
12-44,692.0,
D-115,1388.0,
7-304,652.0,
T-306,708.0,
0F609,1376.0,
0TH-1,4023.0,
62-54,632.0,
W-44-3,775.0,
0A-10,2626.0,
000PA,0.0,
352-20,580.0,
0210F,802.0,
03H-6,802.0,
1949-6,630.0,
219-3,2450.0,
B-801,2990.0,
336-8,610.0,
05-14,530.0,
005-4,9894.0,
481 &,730.0,
121-10,620.0,
194-2,2530.0,
364-21,350.0,
0017B,11109.0,
2COMM.,0.0,
038-3,2452.0,
104F-1,0.0,
00N32,0.0,
044-4,1384.0,
309-15,700.0,
03B-6,536.0,
48-46,652.0,
047-7,1692.0,
14C-6,742.0,
1754-3,638.0,
013-3,770.0,
058-5,2185.0,
04P-6,542.0,
72-6B,890.0,
00327,7358.0,
019-E,2317.0,
009-6,2484.0,
037-H,880.0,
PS-179,0.0,
0032A,5927.0,
00555,620.0,
026-G,1790.0,
1746-9,765.0,
096-2,3643.0,
0038A,752.0,
1560-1,618.0,
483-66,475.0,
010-T,675.0,
131-4,500.0,
200-4,0.0,
5-220,1962.0,
0126E,843.0,
00588,1231.0,
24512A,690.0,
075-2,573.0,
05J-6,802.0,
0005B,48306.0,
012-5,2294.0,
048-4,430.0,
0126D,822.0,
00523,7013.0,
11-93,1366.0,
000JJ,0.0,
040-4,2567.0,
026-P,1120.0,
11-14,1507.0,
131-8,612.0,
00036,41610.0,
31-18,331.0,
PH201,2049.0,
0G-22,0.0,
B-28-3,780.0,
0036A,3712.0,
360-10,936.0,
0020B,8336.0,
00130,4163.0,
00G-8,684.0,
0003E,22049.0,
125-23,574.0,
00049,21221.0,
594-11,720.0,
014-C,7733.0,
W-17-3,775.0,
024-E,3011.0,
00851,0.0,
0004T,1263.0,
W-21-6,770.0,
W-17-2,775.0,
311-3,700.0,
1258-9,356.0,
00226,5095.0,
0010H,881.0,
00912,1753.0,
596-2,624.0,
008-3,4360.0,
PS-175,0.0,
00707,22723.0,
00812,4674.0,
B-48-2,780.0,
D-120,992.0,
099-7,1759.0,
0036B,4219.0,
0G-43,0.0,
01209,3962.0,
00635,2043.0,
059-7,1268.0,
0040A,755.0,
22-62,1535.0,
364-11,322.0,
66-35,564.0,
17K-6,542.0,
D-107,2696.0,
153-4,1559.0,
62-26,707.0,
4C-27,1321.0,
060-5,2448.0,
1868-1,640.0,
026-U,740.0,
020-K,605.0,
56-13,590.0,
0PH-1,5961.0,
034-3,1488.0,
1742-B,675.0,
0492B,2372.0,
PS-41,0.0,
244-1C,705.0,
0128A,792.0,
00070,8570.0,
01401,9344.0,
144-22,646.0,
0006W,2000.0,
"109,111",0.0,
0A-84,1804.0,
425-3,900.0,
308-3,364.0,
22D-8,871.0,
223-3,1343.0,
0R-3B,1039.0,
C2-404,1210.0,
247-23,322.0,
199-6,728.0,
5-101,505.0,
104-8,904.0,
1625-5,544.0,
0033A,3803.0,
00GO1,0.0,
016-D,7299.0,
592-9,624.0,
961-1,952.0,
00326,4271.0,
PS-191,0.0,
0009G,5085.0,
01405,3725.0,
111-S,0.0,
08012,1632.0,
51C-1,825.0,
15-12A,1215.0,
OFF UN,0.0,
023-B,2303.0,
01709,1053.0,
4-493,1008.0,
3-103,461.0,
8-304,533.0,
00023,281.0,
0R-4D,970.0,
037-5,1850.0,
36-31,890.0,
5-204,346.0,
70-4B,335.0,
12-22,624.0,
144-15,684.0,
C2-405,994.0,
140-28,646.0,
004-I,2304.0,
0016B,6538.0,
036-D,749.0,
15J-8,871.0,
0006L,577.0,
2-202,338.0,
21D-8,871.0,
074-4,491.0,
96-1A,1034.0,
023-3,5808.0,
0076D,726.0,
0F203,1152.0,
031-4,3432.0,
000B7,951.0,
06F-6,542.0,
004-K,1536.0,
PS-204,0.0,
016-E,7401.0,
237-A,1224.0,
00910,3412.0,
800-39,740.0,
246-1,782.0,
1875-5,2041.0,
02R-6,802.0,
00C-2,9717.0,
00503,719.0,
233-2,1089.0,
009-S,735.0,
030-4,3959.0,
790-13,730.0,
COMM.,0.0,
265-K,1514.0,
185-4,1552.0,
483-21,765.0,
23K-8,1147.0,
120-A,1636.0,
0O-14,0.0,
1999-4,565.0,
06L-6,542.0,
0203E,1674.0,
B-403,2496.0,
T-402,872.0,
0B-17,764.0,
62-22,838.0,
002/3,1603.0,
0613B,1540.0,
481-23,730.0,
987-3,729.0,
360-B3,410.0,
1165-7,1750.0,
1564-1,451.0,
PS-206,0.0,
132-B,711.0,
1254-7,802.0,
04D-6,1205.0,
24-121,1535.0,
PS-205,0.0,
00908,5833.0,
101-S,0.0,
23-105,1351.0,
74-14,595.0,
006-4,10933.0,
375-3,765.0,
15B-8,833.0,
W-32-2,775.0,
002-C,16974.0,
0488A,1560.0,
1673-9,520.0,
PS-152,0.0,
70-10A,435.0,
479-42,710.0,
203-5A,0.0,
0028F,2512.0,
6-403,517.0,
249-3,860.0,
B-10-2,780.0,
045-3,1320.0,
091-2,430.0,
0G-62,0.0,
29-303,727.0,
4B-27,1360.0,
00169,580.0,
378-3,1125.0,
1730-2,722.0,
247-26,309.0,
00505,1013.0,
614-616,2603.0,
G-100,0.0,
A-306,613.0,
09-92,1230.0,
00G-6,1424.0,
TH-01,1411.0,
0F513,916.0,
0025B,7645.0,
26-18,470.0,
PS-215,0.0,
071-7,840.0,
32-09,356.0,
B-74-1,780.0,
354-16,555.0,
1875-7,2041.0,
0A1-4,470.0,
UN-1A,970.0,
0004J,1750.0,
00730,1885.0,
324-12,570.0,
00044,355.0,
031-D,746.0,
00815,3349.0,
PS-56,0.0,
025-T,675.0,
0059A,1130.0,
334-3,1420.0,
059-3,4294.0,
9-404,658.0,
012-D,6844.0,
002-F,10730.0,
00301,107893.0,
338-1,1340.0,
0G-96,0.0,
011-C,9282.0,
38-11,568.0,
1251-6,968.0,
70-6A,390.0,
0005M,1388.0,
1870-8,580.0,
72-4B,675.0,
236-2,925.0,
70-2B,790.0,
00161,2667.0,
061-5,1177.0,
PS-66,0.0,
16F-6,542.0,
483-73,335.0,
17D-8,871.0,
606-1,570.0,
34-3A,465.0,
00235,1309.0,
NR-1C,0.0,
104-E,0.0,
144-23,488.0,
195-6,728.0,
00559,450.0,
0G-64,0.0,
114-9,557.0,
7-152,1445.0,
2 & 3,1602.0,
225-3,2356.0,
05-11,1551.0,
1259-2,921.0,
045-A,505.0,
1683-3,650.0,
4-302,518.0,
W-15-3,775.0,
0003P,879.0,
016-N,3396.0,
276-11,690.0,
790-31,780.0,
317-12,700.0,
W-17-5,775.0,
72-10A,450.0,
155-2,600.0,
E-202,1488.0,
00413,17783.0,
606-S,0.0,
00191,470.0,
116-4 PS35,828.0,
00N36,0.0,
185-8,483.0,
B-10-4,780.0,
B-64-4,780.0,
592-6,624.0,
000P3,0.0,
003-T,591.0,
0F401,866.0,
0R-1G,1012.0,
107S-6,0.0,
09014,973.0,
4-305,493.0,
014-G,3067.0,
065-3,5573.0,
52-46,665.0,
C2-305,963.0,
055-7,667.0,
PH1701,3787.0,
0NM45,1317.0,
276-12,690.0,
000B9,1013.0,
17E-8,1119.0,
309-7,306.0,
198-9,380.0,
01470,1043.0,
0302E,2453.0,
200-C,510.0,
09011,1266.0,
057-4,1530.0,
17R-6,802.0,
0A-19,0.0,
0018H,2452.0,
00181,3898.0,
029-4,2586.0,
22H-8,1413.0,
042-4,2438.0,
A-211,642.0,
066-2,2844.0,
0C-81,0.0,
142-36,684.0,
36-27,495.0,
0000A,1146.0,
74-41,995.0,
204-3,1059.0,
0008A,14104.0,
150-2,1049.0,
02P-6,542.0,
0095A,2108.0,
290-44,685.0,
800-1,774.0,
24-12A,1891.0,
106-2,1344.0,
24-08,1189.0,
0003F,23205.0,
189-14,395.0,
027-S,735.0,
06D-8,871.0,
PS-170,0.0,
PS-218,0.0,
011OG,580.0,
0069D,898.0,
364-20,504.0,
15-30,485.0,
0PH32,1643.0,
1 PS6,712.0,
018-H,1483.0,
4 REAR,730.0,
36-45,890.0,
00012,229990.0,
09-91,1230.0,
00L02,825.0,
246-3A,762.0,
25-2F,404.0,
110-7,685.0,
39-16,547.0,
1742-3,760.0,
019-L,605.0,
0039H,878.0,
1758-4,638.0,
16M-6,1182.0,
352-10,858.0,
022-4,4942.0,
00234,1411.0,
0A-78,1804.0,
B-18-1,780.0,
0488B,1560.0,
008-I,574.0,
08G-6,536.0,
14H-8,1413.0,
00P-2,1348.0,
B-303,2202.0,
00417,14901.0,
00621,4090.0,
W-23-3,575.0,
012-P,2434.0,
000CU,0.0,
016-J,2396.0,
0B-41,1849.0,
360-26,504.0,
0067A,642.0,
62-52,838.0,
0025F,2799.0,
1259-3,968.0,
0204E,2910.0,
5-103,451.0,
105-B,538.0,
TH-07,2293.0,
B-605,744.0,
24-119,1483.0,
1633-9,407.0,
00135,4877.0,
0C-23,885.0,
078-4,2788.0,
11J-6,802.0,
153-6,760.0,
100-4,4306.0,
117 &,0.0,
0011G,4837.0,
110S-6,0.0,
1661-3,1400.0,
C2-205,963.0,
00039,23624.0,
0003G,10824.0,
B-72-2,625.0,
PS-30,0.0,
59R-2,360.0,
0201E,3108.0,
0R-4A,862.0,
C-603,1906.0,
206-2B,2695.0,
008-E,7302.0,
0PH1E,3250.0,
05P-6,542.0,
177-2,823.0,
225-31,730.0,
594-12,720.0,
152 &,2697.0,
247-34,391.0,
0F-45,0.0,
PS-210,0.0,
F-304,1318.0,
007-A,10253.0,
354-21,590.0,
014-B,7898.0,
24-17,886.0,
1673-6,422.0,
0F-11,552.0,
58-19,590.0,
11-35,340.0,
118-27,503.0,
50-11,620.0,
C-105,1778.0,
05-10,1216.0,
790-0,774.0,
214-3,1764.0,
1576-3,333.0,
10-10B,783.0,
145-26,615.0,
0F503,1152.0,
33-55,1275.0,
0040H,885.0,
1637-9,407.0,
02-32,535.0,
65-11,1122.0,
061-4,1177.0,
W-31-6,775.0,
00179,520.0,
105-2,877.0,
00503,64871.0,
245-12,690.0,
12E-8,1119.0,
08M-6,1182.0,
118-31,564.0,
0035H,2457.0,
W-38-1,575.0,
315-17,351.0,
29-12,684.0,
00071,425.0,
21F-8,806.0,
054-9,565.0,
62-51,819.0,
015-R,3422.0,
360-12,899.0,
0F-27,0.0,
13-103,1060.0,
00048,25770.0,
00078,425.0,
214-B,4617.0,
483-75,605.0,
249-24,560.0,
00905,7847.0,
1629-8,541.0,
59-06,765.0,
030-A,758.0,
F-102,1470.0,
W-35-1,770.0,
14-13,688.0,
W-15-4,775.0,
00F-7,552.0,
108-3,1775.0,
122-1,392.0,
00N-9,0.0,
B-404,2362.0,
018-L,605.0,
06 ES,2759.0,
C1-302,1107.0,
B101-6,0.0,
0R-4F,881.0,
0PH14,1090.0,
19-B-2,730.0,
0203W,2353.0,
09/10,1925.0,
1629-5,338.0,
W-42-6,575.0,
000#3,,
483-55,605.0,
0IV-5,1380.0,
003-I,1389.0,
01212,3692.0,
29-302,791.0,
006OC,730.0,
483-47,480.0,
00W-2,2388.0,
B-26-4,625.0,
56-G4,590.0,
1870-7,580.0,
0LT 5,652.0,
354-5,660.0,
028-2,5304.0,
SOUTH RETAIL,,
592-10,624.0,
0088E,746.0,
31-14,430.0,
00907,829.0,
004-7,3590.0,
74-15,595.0,
025-4,4239.0,
00435,2585.0,
20E-8,1119.0,
6-102,473.0,
0F507,1028.0,
PS-197,0.0,
11-26,645.0,
030-F,1640.0,
66-53,602.0,
00124,4671.0,
C1-104,763.0,
211-34,730.0,
0015A,13006.0,
334-12,450.0,
228-3B,2913.0,
0002T,711.0,
1-101,441.0,
0F607,1809.0,
0052C,730.0,
PS-219,0.0,
120-12,1106.0,
17H-6,802.0,
037-4,1840.0,
024-R,1065.0,
3 NCOR,1768.0,
0312B,0.0,
T130A,815.0,
1653-4,1400.0,
PM308,832.0,
000DD,0.0,
12H-6,802.0,
96-11,762.0,
D-614,834.0,
VIII-4,1050.0,
229-7,701.0,
0031B,5696.0,
003-G,6786.0,
16-85,1266.0,
PS-150,0.0,
29-101,803.0,
5 PS 5,1687.0,
0PS-5,0.0,
012-7,1336.0,
759-2,1197.0,
116-3,2122.0,
0A-42,0.0,
0N-64,0.0,
020-T,675.0,
00631,2065.0,
1754-1,673.0,
140-36,488.0,
022-E,854.0,
1734-3,773.0,
0118H,782.0,
022-L,605.0,
0077D,726.0,
PH225,2210.0,
4B-72,1548.0,
63-16,431.0,
242-5,1635.0,
016-3,7387.0,
0\2\3,1315.0,
0PS-G,0.0,
30-28,652.0,
145-43,620.0,
4 PS3,647.0,
246-12,610.0,
483-45,605.0,
029-F,1638.0,
012-E,7482.0,
00160,4483.0,
265-I,1521.0,
315-9,306.0,
00P-3,1423.0,
28-18,597.0,
029-6,2687.0,
135-1,1047.0,
483-17,240.0,
A-302,3494.0,
1673-2,290.0,
063-6,1691.0,
0124E,846.0,
0039A,2414.0,
16O-6,742.0,
1267-8,691.0,
1645-5,618.0,
PS-129,0.0,
17F-6,542.0,
134-3,1097.0,
386-5,1125.0,
25-105,795.0,
0G-54,0.0,
246-11,907.0,
125-44,350.0,
00026,59868.0,
1949-2,610.0,
135-2,1050.0,
36-25,890.0,
78-14,525.0,
118-5,562.0,
280-43,690.0,
11-3R,842.0,
239-A,2796.0,
247-56,309.0,
316-2,604.0,
02-44,631.0,
14P-6,542.0,
189-8,533.0,
T-404,883.0,
"2,3,&",2710.0,
28-12A,1231.0,
00011,1672.0,
9-202,312.0,
06-21,535.0,
137-1B,880.0,
00409,1053.0,
0031H,2453.0,
214-1,2561.0,
00636,2215.0,
125-31,453.0,
00140,1575.0,
14-15,688.0,
02B-6,536.0,
55-05,825.0,
196A1,1030.0,
24-09,881.0,
00O-3,0.0,
00422,10942.0,
PS-48,0.0,
C1-109,1101.0,
48-27,416.0,
024-J,1080.0,
290-12,685.0,
263-2,1650.0,
122-15,393.0,
171-4,1277.0,
0C-97,0.0,
032-H,881.0,
016-R,3627.0,
00731,1015.0,
142-27,646.0,
259-1,2545.0,
034-6,405.0,
182-2,1854.0,
1177-7,1213.0,
70-56,980.0,
5-501,703.0,
B-64-3,780.0,
790-34,660.0,
52-31,740.0,
02-14,819.0,
62-66,707.0,
08E-8,1119.0,
1880-6,580.0,
3-101,505.0,
0414B,1930.0,
0G-81,0.0,
239-24,690.0,
T-309,872.0,
137-34,600.0,
040-7,2275.0,
038-9,503.0,
3-401,681.0,
26-11,925.0,
037-A,758.0,
00R-4,1100.0,
A-506,861.0,
290-42,685.0,
002-G,6132.0,
016-M,3160.0,
019-8,784.0,
B-402,3973.0,
1665-7,587.0,
B-16-5,625.0,
210-1A,2647.0,
0107W,2463.0,
0001M,3014.0,
162-3,1057.0,
185-16,697.0,
70-14,595.0,
36-2A,550.0,
01215,1941.0,
11-23,765.0,
118-16,389.0,
36-21,890.0,
W-32-6,775.0,
0F-33,0.0,
0020D,4382.0,
0NM27,1225.0,
11-15,2229.0,
0002C,30968.0,
06B-6,536.0,
0102E,3302.0,
101N-6,0.0,
A-204,1621.0,
55-04,860.0,
798-3,922.0,
11C-6,742.0,
1653-2,1300.0,
145-21,390.0,
D-613,1087.0,
00016,1715.0,
65-25,1292.0,
280-12,690.0,
59F-1,225.0,
30-1B,600.0,
00U-4,0.0,
02G-8,589.0,
0NM29,1179.0,
993-2,677.0,
319-B,0.0,
00421,14839.0,
OFFICE,0.0,
0F608,2184.0,
207-2,825.0,
0A2-3,470.0,
219-4,2582.0,
00092,5327.0,
24-20,537.0,
006-E,7723.0,
00428,4346.0,
A-312,1157.0,
97-16,415.0,
22-56,1541.0,
189-10,394.0,
011-8,3100.0,
071-4,1088.0,
026-R,1065.0,
01110,2911.0,
009-R,3919.0,
0005Q,1587.0,
216-A,4670.0,
0E-92,1993.0,
010-K,2141.0,
005-G,5634.0,
1722-2,725.0,
0130D,788.0,
PS-80,0.0,
0TH-9,4023.0,
00164,6863.0,
001-9,1974.0,
W-24-6,575.0,
00184,265.0,
354-22,555.0,
178-10,610.0,
023-9,430.0,
15F-6,542.0,
46-10,731.0,
003-8,1586.0,
2003-7,755.0,
B-76-4,780.0,
11G-6,536.0,
15P-6,542.0,
29-305,799.0,
265-L,1553.0,
1259-6,968.0,
TH-03,1696.0,
6-505,575.0,
00W-3,1860.0,
14-50,1260.0,
W-41-1,775.0,
F-401,1485.0,
065-7,1348.0,
0004R,5251.0,
52-43,384.0,
046-3,2719.0,
315-10,556.0,
D-314,867.0,
047-4,5478.0,
0057A,2354.0,
0020F,2517.0,
380-4,1125.0,
52-44,407.0,
1706-1,525.0,
169-3,2315.0,
10K-6,542.0,
65-06,1102.0,
10G-6,536.0,
0094E,898.0,
BA-72,1223.0,
142-16,684.0,
00146,2270.0,
1999-9,620.0,
B-22-1,780.0,
02C-8,1147.0,
J-702,1500.0,
1682-A,1158.0,
B-66-1,780.0,
115-4,635.0,
206-2A,2614.0,
D-111,1686.0,
142-23,488.0,
1474-3,1534.0,
28-17,428.0,
309-14,556.0,
W-38-2,575.0,
1875-8,1882.0,
00170,485.0,
25-206,799.0,
249-23,393.0,
70-35,425.0,
B-38-4,780.0,
301-10,526.0,
483-81,740.0,
104-3,1057.0,
00842,695.0,
039-A,752.0,
059-4,2801.0,
00418,14197.0,
170-4,1057.0,
00909,1053.0,
003-5,4386.0,
021-A,2641.0,
7-165,1260.0,
360 &,410.0,
0TH-2,4153.0,
47-11,553.0,
7-201,855.0,
09 ES,2759.0,
1474-A,520.0,
483-93,315.0,
24E-8,1119.0,
00805,1013.0,
608-2,620.0,
0033F,2516.0,
311-7,700.0,
800-16,655.0,
00708,17975.0,
0022D,4377.0,
69-19,580.0,
00204,1016.0,
360-1,694.0,
00221,12532.0,
0005I,668.0,
0038H,879.0,
043-9,1797.0,
015-8,1610.0,
0G-42,0.0,
00823,3354.0,
PS-53,0.0,
PS-28,0.0,
1267-4,691.0,
00U-3,0.0,
36-28,890.0,
PS-86,0.0,
818-2L,712.0,
013-2,755.0,
791-1,551.0,
060-7,1497.0,
0020H,2448.0,
24-03,866.0,
00S-2,0.0,
280-11,690.0,
319-6,557.0,
033-B,1636.0,
39-14,899.0,
9-204,994.0,
084-6,2281.0,
A-603,1217.0,
0021A,7193.0,
041-4,2722.0,
16E-6,1179.0,
3A-27,1222.0,
00PH1,6475.0,
0A-35,0.0,
36R-2,410.0,
0N-55,0.0,
28-12,1336.0,
29-202,791.0,
62-36,707.0,
B-20-5,780.0,
33-32,1087.0,
280-42,690.0,
028-G,959.0,
VII-9,1380.0,
1880-8,740.0,
012-R,3297.0,
9-203,1094.0,
00A-7,5444.0,
0C-96,0.0,
28-10,1147.0,
03E-8,1119.0,
C-117,0.0,
118-32,582.0,
PS-233,0.0,
116-6,1397.0,
E-401,1499.0,
00059,9249.0,
002-A,34297.0,
C-208,2748.0,
00083,416.0,
142-28,646.0,
W-32-1,775.0,
B-18-5,780.0,
0002R,18082.0,
00616,8665.0,
D-404,3347.0,
130-3,1217.0,
0003I,2032.0,
15K-6,542.0,
47-12,600.0,
B-40-1,625.0,
035-4,3934.0,
464-A,581.0,
1999-5,585.0,
04-20,1850.0,
D-503,3989.0,
228-2C,2672.0,
0G-60,0.0,
14A-8,833.0,
026-J,590.0,
029-H,881.0,
14E-6,1179.0,
133-B,925.0,
0VI-7,1380.0,
30-33,472.0,
0110I,4524.0,
09F-8,806.0,
66-34,573.0,
VIII-2,1380.0,
T-305,704.0,
174-2,1649.0,
0A-60,1804.0,
14-12,1418.0,
1267-3,779.0,
11-2A,640.0,
153-1,2802.0,
142-37,646.0,
0R-5G,1108.0,
D-419,1173.0,
227-4,909.0,
2-304,694.0,
07-18,429.0,
PS-16,0.0,
210-1,2634.0,
096-8,762.0,
023-R,1065.0,
1682-3,1353.0,
319-9,345.0,
1945-4,605.0,
020-P,1120.0,
B-34-4,780.0,
100-17,1142.0,
020-2,4783.0,
0R-2F,891.0,
145-37,445.0,
70-12A,390.0,
W-17-6,775.0,
24G-8,589.0,
B-20-2,780.0,
097-B,715.0,
257-1,1372.0,
12-AD,456.0,
131-24,366.0,
VII-3,1050.0,
4-224,1795.0,
B-104,1876.0,
T-209,872.0,
035-6,1908.0,
027-5,800.0,
00704,27011.0,
00632,2625.0,
1259-5,968.0,
229-4,1636.0,
1-201,975.0,
131 &,0.0,
280-33,690.0,
0N-17,0.0,
142-35,684.0,
565-2,840.0,
0029E,6432.0,
080-4,2763.0,
4-222,1795.0,
1945-6,435.0,
00803,719.0,
058-1,1665.0,
D-416,1163.0,
905-3,610.0,
137-2,2758.0,
113-1,530.0,
122-11,393.0,
023-H,1479.0,
W-22-4,775.0,
121-3,3444.0,
0R-4E,620.0,
1568-6,556.0,
00534,1384.0,
142-13,488.0,
198-3,1375.0,
35-18,333.0,
00259,0.0,
PS-211,0.0,
171-7,1347.0,
0G-79,0.0,
00C-1,16487.0,
0C-13,1474.0,
315-12,700.0,
0A3-3,470.0,
1673-8,290.0,
00PH3,6552.0,
VII-8,1050.0,
1645-9,454.0,
012-C,8606.0,
021-6,1160.0,
04A &,730.0,
019-J,590.0,
1714-7,763.0,
382-7,1125.0,
0013A,4087.0,
008-D,6060.0,
B-305,1400.0,
301-15,516.0,
0R-1H,1000.0,
00211,1054.0,
B-66-2,780.0,
PS-136,0.0,
51-B1,760.0,
5-504,349.0,
038-F,1636.0,
324-9,485.0,
00306,701.0,
140-13,684.0,
C2-307,1093.0,
0PH19,2460.0,
225-4,2480.0,
247-05,567.0,
"117,119",0.0,
70-8A,265.0,
0008E,6427.0,
00648,1000.0,
073-A,670.0,
017-1,8744.0,
00171,2250.0,
00087,3109.0,
0A2-4,470.0,
PS-31,0.0,
055-6,1880.0,
13-104,1210.0,
24H-8,1413.0,
0001L,9503.0,
70-23,595.0,
32-06,346.0,
0135C,938.0,
00809,1053.0,
006-1,11801.0,
48-23,384.0,
1762-B,800.0,
63-B2,925.0,
022-K,605.0,
035-D,2204.0,
00D-8,2710.0,
00L-A,682.0,
313-A,1112.0,
046-4,1559.0,
0A-12,2317.0,
0PS-4,0.0,
068-9,535.0,
354-17,660.0,
324-15,570.0,
00075,7285.0,
00065,651.0,
W-15-2,775.0,
380-A,600.0,
52-27,416.0,
022-D,1827.0,
027-2,6106.0,
057-2,2858.0,
1637-8,541.0,
00182,240.0,
014-O,1417.0,
24-A1,565.0,
59-11,553.0,
02F-2,1024.0,
082-1,2026.0,
382-1,930.0,
23G-8,589.0,
1157-7,1130.0,
35-17,555.0,
6 NCOR,1100.0,
B-10-6,780.0,
D-512,2206.0,
3-205,488.0,
06M-6,1182.0,
099-8,1692.0,
170-1,1052.0,
15O-6,742.0,
002-B,35528.0,
590-4,624.0,
70-8B,875.0,
58-15,340.0,
0003J,2986.0,
245-34,690.0,
18J-8,871.0,
225-44,730.0,
PS-27,0.0,
0F508,1200.0,
05G-6,536.0,
075-1,726.0,
B-72-4,625.0,
137-42,600.0,
W-30-5,775.0,
146-2,723.0,
000A7,933.0,
039-G,2153.0,
026-M,580.0,
015-C,7915.0,
0C-86,0.0,
214-4,1836.0,
0G-71,0.0,
PS-223,0.0,
042-6,828.0,
17H-8,1413.0,
009-7,1240.0,
144-3,1314.0,
00630,2890.0,
00324,7484.0,
00638,2208.0,
15L-6,542.0,
000R3,1795.0,
9-401,683.0,
195-5,728.0,
00E-3,1905.0,
04D-8,871.0,
0PH11,4798.0,
153-9,690.0,
120-19,566.0,
D-204,4300.0,
012-N,3686.0,
360-5,350.0,
095-3,1750.0,
1683-2,335.0,
0119G,566.0,
00832,701.0,
075-6,573.0,
0076A,1155.0,
015-N,4313.0,
16J-6,802.0,
00827,632.0,
62-23,444.0,
1945-2,545.0,
078-2,2554.0,
803-3,607.0,
15-23,760.0,
4A-7O,1575.0,
0A-36,0.0,
0015E,5457.0,
802-803,3544.0,
021-E,2471.0,
025-N,770.0,
F-104,1297.0,
242-12,555.0,
A-402,4007.0,
D-2B1,0.0,
D-301,3016.0,
6-B-1,650.0,
01104,12959.0,
140-21,646.0,
249-01,412.0,
00408,43792.0,
206-1B,2400.0,
567-3,963.0,
074-7,326.0,
0053C,730.0,
30-2A,400.0,
0121A,4053.0,
33-34,901.0,
B-38-5,780.0,
01008,5293.0,
137 &,0.0,
072-A,760.0,
189-20,395.0,
29-205,799.0,
6-205,460.0,
000C5,465.0,
05N-6,1205.0,
8-9-10-11,3970.0,
0G-40,0.0,
076-4,1382.0,
16E-8,1119.0,
041-5,1870.0,
00233,712.0,
8 WCOR,927.0,
040-5,2736.0,
592-5,624.0,
006\7,3100.0,
00338,2144.0,
0A-46,0.0,
09P-6,542.0,
A-502,2615.0,
317-15,306.0,
70-7B,335.0,
22-13,810.0,
0C-88,0.0,
004-4,8910.0,
D-317,1156.0,
0016F,4099.0,
68-B2,370.0,
00C-8,5858.0,
A-493,0.0,
A-308,497.0,
27R-3,605.0,
VIII-1,1380.0,
01107,4185.0,
0030E,4109.0,
12E-6,1205.0,
144-24,488.0,
T-110,872.0,
1742-4,760.0,
028-3,4561.0,
114-8,391.0,
311-15,306.0,
146-3,723.0,
09H-8,1413.0,
155-3,710.0,
1572-9,700.0,
25-3R,356.0,
5-222,1795.0,
14-53,1188.0,
00076,6157.0,
00311,980.0,
0005W,4178.0,
3 & 3A,2265.0,
017-U,740.0,
06J-6,802.0,
09018,1257.0,
483-72,675.0,
280-34,690.0,
360-25,504.0,
0G-82,0.0,
01002,12997.0,
B-14-1,420.0,
364-9,526.0,
1629-9,407.0,
034-5,430.0,
00614,10646.0,
247-43,322.0,
002-7,1588.0,
0N-58,0.0,
PS-36,0.0,
14L-6,542.0,
74-53,595.0,
14A01,1202.0,
0135A,790.0,
00008,526.0,
1726-8,774.0,
00S-1,2040.0,
00062,26362.0,
309-5,700.0,
075-4,573.0,
F-403,1329.0,
336-2,520.0,
186-2,2656.0,
62-25,648.0,
038-1,4039.0,
125-10,946.0,
0I-11,1380.0,
C-113,0.0,
40-10,845.0,
319-5,526.0,
0O-19,0.0,
00834,424.0,
